0.0714297,0.801887,
0.0549462,0.787736,
0.0416678,0.759434,
0.0303041,0.778302,
0.0266678,0.768868,
0.0234615,0.764151,
0.0198424,0.721698,
0.0153857,0.716981,
0.0136065,0.679245,
0.0115421,0.754717,
0.00996823,0.731132,
0.00881038,0.735849,
0.00810426,0.745283,
0.00693196,0.735849,
0.00601278,0.721698,
0.00521859,0.726415,
0.00473433,0.707547,
0.00430195,0.707547,
0.0039277,0.698113,
0.00364789,0.70283,
0.00335212,0.70283,
0.00302474,0.698113,
0.00265143,0.707547,
0.00235938,0.721698,
0.00215387,0.712264,
0.00200712,0.716981,
0.00187356,0.726415,
0.00169969,0.75,
0.00156267,0.726415,
0.00146421,0.731132,
0.0013683,0.726415,
0.00130001,0.721698,
0.00119667,0.712264,
0.00112447,0.721698,
0.00105015,0.716981,
0.000997949,0.726415,
0.000900255,0.740566,
0.000832286,0.735849,
0.000776616,0.731132,
0.000717613,0.764151,
0.000661093,0.745283,
0.000618507,0.75,
0.000592626,0.754717,
0.000546231,0.745283,
0.000515434,0.754717,
0.000479752,0.745283,
0.000452073,0.754717,
0.000403934,0.759434,
0.000373172,0.764151,
0.000332781,0.768868,
0.00031257,0.759434,
0.000293806,0.773585,
0.000258304,0.778302,
0.000224388,0.778302,
0.000198819,0.783019,
0.00018229,0.778302,
0.000155849,0.787736,
0.000125065,0.801887,
0.000109204,0.79717,
9.42397e-05,0.79717,
8.26428e-05,0.79717,
7.66408e-05,0.792453,
6.64315e-05,0.811321,
5.30227e-05,0.816038,
4.8925e-05,0.79717,
4.16531e-05,0.801887,
3.13183e-05,0.806604,
2.0078e-05,0.816038,
9.53678e-06,0.820755,
1.01333e-06,0.825472,
1.01316e-06,0.820755,
1.01299e-06,0.816038,
-5.21936e-06,0.811321,
-2.03515e-05,0.811321,
-2.70448e-05,0.811321,
-3.01625e-05,0.811321,
-3.27951e-05,0.816038,
-3.56252e-05,0.806604,
-4.09149e-05,0.801887,
-4.43476e-05,0.811321,
-5.00691e-05,0.801887,
-5.89501e-05,0.801887,
-6.438e-05,0.816038,
-6.73787e-05,0.820755,
-7.21978e-05,0.806604,
-7.62065e-05,0.811321,
-8.04474e-05,0.801887,
-8.46191e-05,0.811321,
-8.76518e-05,0.806604,
-8.94849e-05,0.801887,
-9.19626e-05,0.806604,
-9.5016e-05,0.811321,
-9.74054e-05,0.811321,
-0.000101077,0.811321,
-0.000105434,0.801887,
-0.000108547,0.806604,
-0.000109661,0.801887,
-0.000111527,0.816038,
-0.000113009,0.816038,
-0.000115404,0.816038,
-0.000116553,0.806604,
-0.000120472,0.801887,
-0.000120884,0.811321,
-0.000125585,0.820755,
-0.000125634,0.816038,
-0.000126634,0.801887,
-0.000128327,0.811321,
-0.000127886,0.816038,
-0.000128149,0.806604,
-0.000129098,0.811321,
-0.000130058,0.816038,
-0.000131219,0.825472,
-0.000131984,0.816038,
-0.000133089,0.834906,
-0.000136167,0.830189,
-0.000136694,0.839623,
-0.000139128,0.830189,
-0.000140908,0.834906,
-0.000141762,0.834906,
-0.00014309,0.825472,
-0.000145441,0.830189,
-0.000145937,0.830189,
-0.000146884,0.830189,
-0.000148516,0.839623,
-0.00015287,0.84434,
-0.000152931,0.84434,
-0.000154557,0.853774,
-0.000156273,0.839623,
-0.00015867,0.839623,
-0.000161022,0.825472,
-0.000161007,0.825472,
-0.000162035,0.839623,
-0.000162942,0.830189,
-0.000163991,0.830189,
-0.000164926,0.830189,
-0.000165222,0.839623,
-0.00016544,0.830189,
-0.00016558,0.820755,
-0.000166627,0.820755,
-0.000166503,0.825472,
-0.000167486,0.834906,
-0.000167551,0.820755,
-0.000167831,0.830189,
-0.000168249,0.825472,
-0.000169812,0.825472,
-0.000170458,0.825472,
-0.000170737,0.820755,
-0.00017055,0.820755,
-0.000171054,0.820755,
-0.000170395,0.825472,
-0.000170331,0.825472,
-0.000171443,0.811321,
-0.000171442,0.820755,
-0.00017104,0.820755,
-0.000171132,0.830189,
-0.00017133,0.825472,
-0.000171881,0.830189,
-0.000171725,0.830189,
-0.000171996,0.834906,
-0.000171854,0.816038,
-0.000171562,0.830189,
-0.000171073,0.820755,
